framework,scenario,N,T,yield_interval_ms,run_index,n_requests,n_cancelled,run_cancel_rate,L1_mean,L1_sd,L1_median,L1_min,L1_max
aspnet,cpu,175,175,200,36,175,175,1.0,335.771,1.428,336,333,338
aspnet,cpu,175,175,200,37,175,175,1.0,425.897,1.462,426,423,428
aspnet,cpu,175,175,200,38,175,175,1.0,344.423,1.424,345,342,347
aspnet,cpu,175,175,200,39,175,175,1.0,254.931,1.316,255,252,257
aspnet,cpu,175,175,200,40,175,175,1.0,509.486,1.401,510,507,512
aspnet,cpu,175,175,200,41,175,175,1.0,362.531,1.43,363,359,365
aspnet,cpu,175,175,200,42,175,175,1.0,359.783,1.458,360,357,362
aspnet,cpu,175,175,200,43,175,175,1.0,335.491,1.469,336,333,341
aspnet,cpu,175,175,200,44,175,175,1.0,301.64,1.447,302,299,304
aspnet,cpu,175,175,200,45,175,175,1.0,483.406,1.365,484,481,486
aspnet,cpu,175,175,200,46,175,175,1.0,127.983,12.052,125,122,186
aspnet,cpu,175,175,200,47,175,175,1.0,151.686,1.5,152,149,154
aspnet,cpu,175,175,200,48,175,175,1.0,78.983,1.182,79,76,81
aspnet,cpu,175,175,200,49,175,175,1.0,591.714,1.493,592,589,594
aspnet,cpu,175,175,200,50,175,175,1.0,457.977,1.227,458,455,460
